x,y
-2.717860249714902,10.277197697646328
-2.4316889964861756,10.643111337141761
-2.318880582432419,10.731407888164604
-2.2197258184218276,10.817744687155477
-2.148081434248615,10.906324654095744
-2.0548408308002655,11.01506422687732
-1.965385015510691,11.115721629480158
-1.8834768855461892,11.226193187104023
-1.8301586798753817,11.319998968662098
-1.762093467024802,11.414221097815428
-1.6831884522755436,11.526401971033678
-1.6031934667128374,11.633638073217309
-1.530438731056254,11.725410420533471
-1.4366798008169663,11.820440399670801
-1.3568346966008518,11.911172531850617
-1.2464050567926446,11.999186357132196
-1.1349102946576037,12.073934230674205
-1.027466987757787,12.15042919001075
-0.9198302823735549,12.216080126420255
-0.7712869682771961,12.278189396449822
-0.6308087882907776,12.320106552830012
-0.491931741548731,12.35598688191807
-0.34683330725694006,12.382733971076908
-0.20202758453504277,12.395057476878598
-0.057831853952162504,12.414561145115737
0.08754710511973851,12.432062996172718
0.23455959913846502,12.462667344499161
0.3560650614225098,12.478460197430831
0.4626285084897521,12.491438133040994
0.5626450669698775,12.510380428084803
0.7054452576075914,12.532348902575237
0.8706818235836913,12.555181536907508
1.0391476813764546,12.56772924462491
1.1940083392495993,12.562190323334288
1.3450840607842647,12.557380276521435
1.4930008967056496,12.552509696536202
1.6454239782792603,12.538391099287267
1.7996421663390452,12.518546819676683
1.9359262550126974,12.503418872107726
2.0869958395991013,12.48889088382322
2.2382633830635097,12.469480163968392
2.3986673954485074,12.466808165228073
2.5524087010883783,12.470337846970786
2.700821659227799,12.479649858791197
2.843185614238127,12.492346541322226
2.994177611771626,12.527209998417739
3.1320793805619562,12.558618970200257
3.2734958469247193,12.616481589924222
3.3994049863486424,12.67504986647654
3.4950545567358695,12.734020919641397
3.594250794458885,12.796160763804517
3.666992602125477,12.866938008528335
3.7551116868912082,12.974327007658067
3.829178911319996,13.103989559847086
3.883553380294261,13.250084760569635
3.9208390883857813,13.38590025139655
3.9355945878529717,13.530665208830433
3.937326705927326,13.671973545403183
3.9191165260698106,13.805900974081732
3.876542681788923,13.943464243617886
3.818781227423935,14.074544173312697
3.76145499124995,14.172252584469996
3.7040105659224523,14.258255390262732
3.620810978669242,14.35991588154723
3.5330912099985987,14.477986323443485
3.4349338147550057,14.599478600921326
3.3634852072309904,14.695393994216152
3.2599296297562983,14.835758895563155
3.1460699189513157,14.959644412333164
3.042875531221439,15.070998710366979
2.939845141777891,15.18974477205403
2.839333320184444,15.311867763828054
2.734529711557011,15.418591976415737
2.6250928500050854,15.521927958905732
2.51571892149731,15.61673141810384
2.4050578043153337,15.71003066568499
2.280859467218338,15.79049462103466
2.154578980737165,15.858744958208472
2.009499648361505,15.918006275974655
1.8663341359773717,15.962124320818056
1.7256766495954672,15.983316876277069
1.589240697702091,15.981039901968739
1.4494452619036506,15.962009020129893
1.3127729448592076,15.924795924246013
1.1892691083678235,15.873045042109014
1.0873135675226058,15.815389678226392
0.9727403040051117,15.756741998581175
0.8645540575672239,15.690977029335349
0.7314372443084851,15.602608594448467
0.619608016968062,15.51859464028339
0.5190724793975532,15.461303576791485
0.4122504330527672,15.3757037687061
0.2957242135529734,15.25815793390349
0.17344270004453577,15.14726546291415
0.05922405895156757,15.047784544049241
-0.05368381414891754,14.939145603880394
-0.16828446503637018,14.833777504600643
-0.275310029725361,14.733415875182557
-0.38115174701913546,14.631475185071192
-0.4958546358513516,14.52849882883299
-0.6109226421942688,14.428433097575796
-0.7250987952360979,14.326226557058579
-0.8645413808002025,14.220412082050865
-0.9886998281365016,14.12372515766004
-1.1048333141017435,14.033761281740603
-1.2199258009864429,13.94760699362897
-1.3396324933643822,13.858263930967665
-1.4596610119043647,13.77440315462079
-1.5937093435995697,13.683498087759157
-1.7116402210725887,13.602980386194231
-1.8488372464630793,13.516487862820927
