x,y,yaw,curvature,speed
3.872799,-18.675158,-3.018943,0.436959,1.756
3.655256,-18.692209,-3.108205,0.403387,1.831
3.433077,-18.689845,3.094723,0.331521,1.886
3.215311,-18.671573,3.035254,0.217722,1.915
3.009207,-18.644601,2.992734,0.188618,1.916
2.813448,-18.611307,2.957646,0.163494,1.907
2.627826,-18.573645,2.918344,0.257865,1.899
2.454379,-18.529786,2.872506,0.253862,1.89
2.292809,-18.481255,2.822413,0.345334,1.882
2.143764,-18.427134,2.763277,0.405081,1.874
2.007955,-18.368037,2.709191,0.307896,1.865
1.87982,-18.305316,2.667444,0.270225,1.865
1.756346,-18.238912,2.626078,0.312386,1.892
1.634867,-18.16652,2.581019,0.329538,1.919
1.517609,-18.089045,2.527053,0.431205,1.963
1.403966,-18.003574,2.472128,0.342277,2.019
1.293377,-17.911592,2.421981,0.356025,2.045
1.186833,-17.813283,2.373276,0.31767,2.051
1.084632,-17.709859,2.3287,0.293672,2.027
0.986068,-17.601163,2.28754,0.265675,1.948
0.890324,-17.486856,2.251926,0.204969,1.869
0.793156,-17.363156,2.23366,0.035946,1.772
0.691332,-17.231968,2.232361,0.017376,1.664
0.583061,-17.093325,2.241917,0.090232,1.586
0.470115,-16.953385,2.263446,0.149447,1.527
0.352094,-16.814984,2.295431,0.201266,1.499
0.227425,-16.679252,2.347554,0.359269,1.499
0.091116,-16.549457,2.41981,0.410338,1.508
-0.05682,-16.429053,2.508712,0.521884,1.517
-0.217585,-16.323013,2.621613,0.66792,1.543
-0.387166,-16.239918,2.740454,0.589811,1.598
-0.560903,-16.1774,2.85208,0.612994,1.669
-0.738291,-16.135325,2.957687,0.533416,1.724
-0.920199,-16.110568,3.046029,0.423447,1.739
-1.107355,-16.099947,3.120972,0.375273,1.744
-1.299497,-16.102745,-3.105555,0.226748,1.744
-1.488603,-16.113693,-3.070545,0.141597,1.727
-1.674677,-16.129446,-3.057953,0.009087,1.681
-1.854386,-16.144358,-3.076051,0.200774,1.619
-2.02601,-16.152506,-3.111185,0.206671,1.572
-2.190796,-16.154591,3.133978,0.256861,1.567
-2.348522,-16.15005,3.086986,0.340358,1.561
-2.499756,-16.137703,3.029507,0.422006,1.561
-2.643358,-16.116864,2.957141,0.5856,1.572
-2.777574,-16.08587,2.878642,0.538167,1.587
-2.905356,-16.046339,2.801425,0.615455,1.602
-3.0264,-15.997804,2.724379,0.558166,1.616
-3.141919,-15.941485,2.656238,0.494564,1.631
-3.253462,-15.878043,2.591889,0.506258,1.651
-3.360893,-15.807321,2.525138,0.530424,1.694
-3.463677,-15.729091,2.456332,0.542095,1.74
-3.559848,-15.644695,2.388491,0.518946,1.81
-3.649198,-15.555182,2.32819,0.432799,1.899
-3.732688,-15.461893,2.276694,0.38781,2.035
-3.811063,-15.365294,2.232617,0.32391,2.235
-3.88423,-15.267365,2.195227,0.286886,2.4
-3.952783,-15.16863,2.164709,0.219075,2.521
-4.017805,-15.069546,2.143508,0.136773,2.627
-4.080667,-14.970298,2.130139,0.090341,2.706
-4.141976,-14.8712,2.122501,0.03995,2.766
-4.202932,-14.77164,2.121054,0.015079,2.779
-4.264156,-14.672036,2.122419,0.008274,2.729
-4.325547,-14.572376,2.118344,0.077144,2.708
-4.386608,-14.471207,2.105873,0.132928,2.708
-4.446836,-14.367758,2.088228,0.160305,2.703
-4.50624,-14.261016,2.067094,0.183623,2.653
-4.564843,-14.149834,2.042694,0.20459,2.584
-4.62195,-14.034292,2.018619,0.170126,2.501
-4.677743,-13.914808,1.998448,0.136995,2.401
-4.732389,-13.791984,1.980186,0.134803,2.301
-4.785749,-13.665891,1.964848,0.08986,2.202
-4.838591,-13.536569,1.960204,0.021565,2.107
-4.89186,-13.407313,1.969622,0.11284,2.057
-4.947332,-13.278526,1.988915,0.164708,2.027
-5.005024,-13.152622,2.014579,0.209662,2.009
-5.064593,-13.031873,2.046759,0.269688,2.009
-5.126706,-12.91657,2.084315,0.304019,2.014
-5.191596,-12.806687,2.12488,0.331032,2.077
-5.25948,-12.701983,2.168799,0.371463,2.203
-5.330903,-12.602186,2.213725,0.359731,2.386
-5.405506,-12.507048,2.250871,0.250189,2.534
-5.482671,-12.414537,2.276752,0.179467,2.682
-5.561418,-12.324164,2.295625,0.134301,2.83
